year,country,scale
1969,RussianFederation,6.1
1969,RussianFederation,6.5
1969,RussianFederation,5.7
1969,RussianFederation,5.5
1969,Japan,5.6
1969,Mexico,5.6
1969,Mexico,7.0
1969,RussianFederation,5.8
1969,RussianFederation,6.0
1969,PapuaNewGuinea,5.5
1969,NewZealand,5.9
1969,RussianFederation,5.6
1969,RussianFederation,5.5
1969,RussianFederation,5.8
1969,Argentina,5.5
1969,RussianFederation,5.7
1969,RussianFederation,5.7
1969,SolomonIslands,6.1
1969,SolomonIslands,5.7
1969,SolomonIslands,5.5
1969,Japan,6.0
1969,UnitedStatesofAmerica,6.6
1969,RussianFederation,5.5
1969,China,5.6
1969,Japan,5.9
1969,Philippines,5.5
1969,Chile,5.5
1969,Indonesia,5.8
1969,Indonesia,5.6
1969,Greece,5.5
1969,Indonesia,5.5
1969,SouthAfrica,6.3
1969,NewZealand,5.5
1969,NewZealand,6.1
1969,Peru,6.2
1969,Peru,5.6
1969,Peru,5.7
1969,UnitedStatesofAmerica,5.7
1969,Philippines,5.6
1969,Vanuatu,5.7
1969,Myanmar,6.1
1969,Venezuela,5.5
1969,Tonga,5.8
1969,BosniaandHerzegovina,5.6
1969,BosniaandHerzegovina,6.1
1969,UnitedStatesofAmerica,6.3
1969,Mexico,6.6
1969,UnitedStatesofAmerica,5.8
1969,UnitedStatesofAmerica,5.7
1969,Iran,6.1
1969,Vanuatu,5.5
1969,UnitedStatesofAmerica,5.8
1969,Chile,6.0
1969,UnitedStatesofAmerica,5.5
1969,Indonesia,7.6
1969,RussianFederation,7.8
1969,Tajikistan,5.8
1969,UnitedStatesofAmerica,5.7
1969,Vanuatu,6.0
1969,SouthGeorgiaandtheSouthSandwichIslands,5.6
1969,France,5.5
1969,Philippines,5.7
1969,Vanuatu,6.3
1969,Brazil,5.5
1969,Indonesia,6.0
1969,RussianFederation,6.3
1969,RussianFederation,5.5
1969,France,7.2
1969,France,5.8
1969,France,5.8
1969,Japan,6.3
1970,China,7.2
1970,China,5.6
1970,PapuaNewGuinea,6.2
1970,France,5.9
1970,Tonga,5.5
1970,Indonesia,5.7
1970,Philippines,7.3
1970,Philippines,5.5
1970,UnitedStatesofAmerica,5.5
1970,Japan,6.4
1970,UnitedStatesofAmerica,5.5
1970,RussianFederation,5.5
1970,Vanuatu,6.4
1970,SolomonIslands,5.5
1970,Fiji,6.1
1970,Vanuatu,5.6
1970,RussianFederation,5.5
1970,RussianFederation,5.6
1970,RussianFederation,5.5
1970,Mexico,6.5
1970,France,5.5
1970,RussianFederation,5.5
1970,Philippines,6.6
1970,China,6.1
1970,RussianFederation,5.5
1970,Indonesia,5.5
1970,Indonesia,6.5
1970,Indonesia,5.6
1970,Philippines,5.8
1970,Tonga,5.7
1970,NewZealand,5.5
1970,Indonesia,5.6
1970,China,5.8
1970,UnitedStatesofAmerica,5.6
1970,RussianFederation,5.5
1970,RussianFederation,5.7
1970,UnitedStatesofAmerica,5.9
1970,Indonesia,5.5
1970,UnitedStatesofAmerica,6.0
1970,Iran,5.5
1970,Guam,6.2
1970,Japan,5.8
1970,Vanuatu,6.5
1970,Philippines,5.6
1970,Australia,5.5
1970,UnitedStatesofAmerica,6.0
1970,Argentina,5.8
1970,UnitedStatesofAmerica,6.2
1970,Philippines,5.7
1970,Japan,5.5
1970,Japan,5.7
1970,Australia,5.9
1970,Indonesia,6.7
1970,PapuaNewGuinea,5.8
1970,Turkey,7.2
1970,Vanuatu,6.0
1970,Philippines,7.1
1970,Japan,5.8
1970,Tonga,5.7
1970,Tonga,5.8
1970,Philippines,7.2
1970,Philippines,5.6
1970,Philippines,5.5
1970,Philippines,5.5
1970,Greece,5.9
1970,Philippines,6.2
1970,Guatemala,5.8
1970,UnitedStatesofAmerica,6.2
1970,Tonga,5.7
1970,Philippines,7.0
1970,Philippines,5.5
1970,Philippines,6.0
1970,UnitedStatesofAmerica,6.8
1970,RussianFederation,5.7
1970,UnitedStatesofAmerica,6.0
1970,Turkey,5.6
1970,Turkey,5.5
1970,Vanuatu,7.0
1970,Indonesia,5.6
1970,UnitedStatesofAmerica,5.7
1970,SolomonIslands,5.5
1970,Mexico,6.3
1970,Mexico,7.3
1970,Mexico,5.8
1970,Mexico,6.4
1970,Mexico,5.6
1970,Mexico,6.0
1970,Mexico,5.5
1970,Indonesia,5.7
1970,PapuaNewGuinea,5.8
1970,NorthernMarianaIslands,6.0
1970,PapuaNewGuinea,5.8
1970,RussianFederation,5.5
1970,RussianFederation,6.5
1970,Mexico,5.5
1970,Mongolia,6.7
1970,SouthGeorgiaandtheSouthSandwichIslands,6.1
1970,UnitedStatesofAmerica,5.6
1970,SouthGeorgiaandtheSouthSandwichIslands,5.6
1970,Japan,7.1
1970,Japan,6.0
1970,Japan,5.8
1970,Japan,5.8
1970,Tonga,5.8
1970,SolomonIslands,5.9
1970,Philippines,5.6
1970,Peru,7.5
1970,Peru,6.0
1970,Peru,5.5
1970,Panama,5.7
1970,UnitedStatesofAmerica,5.5
1970,Peru,6.2
1970,KyrgyzRepublic,6.6
1970,RussianFederation,5.5
1970,Argentina,6.2
1970,Indonesia,6.1
1970,UnitedStatesofAmerica,5.5
1970,Chile,6.5
1970,Argentina,7.0
1970,Peru,5.8
1970,Chile,6.4
1970,Tonga,5.8
1970,Tonga,5.8
1970,Canada,6.8
1970,SolomonIslands,6.5
1970,Indonesia,5.6
1970,Indonesia,6.2
1970,Fiji,6.4
1970,Philippines,5.5
1970,UnitedStatesofAmerica,5.8
1970,RussianFederation,5.7
1970,Philippines,5.5
1970,Philippines,5.5
1970,Tonga,6.0
1970,Tonga,6.2
1970,UnitedStatesofAmerica,5.9
1970,PapuaNewGuinea,6.0
1970,Japan,7.0
1970,Japan,5.9
1970,NewZealand,5.8
1970,China,5.5
1970,Myanmar,6.4
1970,Iran,6.6
1970,Colombia,7.5
1970,SolomonIslands,5.7
1970,Indonesia,5.7
1970,Peru,5.6
1970,Fiji,6.0
1970,Indonesia,5.5
1970,Vanuatu,6.4
1970,Vanuatu,7.5
1970,Vanuatu,5.8
1970,Nicaragua,5.5
1970,Indonesia,5.9
1970,UnitedStatesofAmerica,5.9
1970,SolomonIslands,5.8
1970,Philippines,5.5
1970,Tonga,5.7
1970,Mexico,5.7
1970,PapuaNewGuinea,6.2
1970,Vanuatu,5.9
1970,Japan,5.9
1970,Guam,5.7
1970,Chile,5.6
1970,PapuaNewGuinea,6.5
1970,PapuaNewGuinea,5.9
1970,Colombia,6.6
1970,Colombia,6.5
1970,SouthGeorgiaandtheSouthSandwichIslands,5.5
1970,Vanuatu,6.0
1970,PapuaNewGuinea,6.0
1970,NewZealand,5.8
1970,NewZealand,5.5
1970,PapuaNewGuinea,5.5
1970,RussianFederation,5.6
1970,NewZealand,6.2
1970,NewZealand,6.3
1970,NewZealand,6.1
1970,PapuaNewGuinea,5.9
1970,RussianFederation,6.0
1970,RussianFederation,5.6
1970,Japan,5.8
1970,Vanuatu,5.5
1970,India,6.3
1970,PapuaNewGuinea,7.1
1970,SouthGeorgiaandtheSouthSandwichIslands,5.6
1970,Tonga,5.7
1970,PapuaNewGuinea,5.6
1970,UnitedStatesofAmerica,5.5
1970,Panama,5.6
1970,Philippines,5.8
1970,Indonesia,6.8
1970,Indonesia,5.5
1970,PapuaNewGuinea,6.5
1970,Philippines,6.3
1970,Indonesia,5.6
1970,Guam,5.5
1970,Taiwan,6.1
1970,PapuaNewGuinea,5.7
1970,PapuaNewGuinea,5.6
1970,Indonesia,5.5
1970,PapuaNewGuinea,5.8
1970,Fiji,5.5
1970,Indonesia,5.5
1970,Philippines,5.5
1970,Japan,5.7
1970,Indonesia,5.7
1970,Chile,5.7
1970,PapuaNewGuinea,5.9
1970,SolomonIslands,6.1
1970,UnitedStatesofAmerica,5.8
1970,UnitedStatesofAmerica,5.5
1970,SolomonIslands,6.5
1970,SolomonIslands,7.0
1970,Colombia,5.5
1970,Indonesia,5.5
1970,Chile,6.3
1970,Indonesia,5.6
1970,Indonesia,5.7
1970,Japan,6.1
1970,Japan,6.0
1970,Chile,6.4
1970,Peru,7.1
1970,Indonesia,5.5
1970,Ecuador,5.7
1970,Vanuatu,5.5
1970,Indonesia,5.6
1970,SouthGeorgiaandtheSouthSandwichIslands,5.7
1970,Philippines,5.5
1970,Indonesia,6.2
1970,Indonesia,5.7
1970,Indonesia,5.5
1970,Mexico,5.6
1970,India,5.5
1970,PapuaNewGuinea,6.5
1970,SolomonIslands,6.8
1970,PapuaNewGuinea,5.6
1971,PapuaNewGuinea,5.8
1971,Japan,5.7
1971,UnitedStatesofAmerica,5.7
1971,RussianFederation,5.8
1971,Indonesia,7.7
1971,Indonesia,5.9
1971,Indonesia,5.6
1971,Indonesia,5.5
1971,Indonesia,5.6
1971,Indonesia,6.2
1971,Indonesia,5.9
1971,Indonesia,5.7
1971,Indonesia,5.6
1971,Indonesia,6.0
1971,Indonesia,5.8
1971,Indonesia,5.5
1971,Indonesia,5.8
1971,Indonesia,5.6
1971,Indonesia,5.6
1971,Indonesia,5.6
1971,SouthGeorgiaandtheSouthSandwichIslands,5.7
1971,Mexico,5.9
1971,Panama,5.6
1971,PapuaNewGuinea,5.6
1971,PapuaNewGuinea,6.3
1971,UnitedStatesofAmerica,6.3
1971,UnitedStatesofAmerica,5.5
1971,UnitedStatesofAmerica,5.8
1971,Indonesia,7.1
1971,Canada,5.7
1971,China,5.7
1971,Chile,5.6
1971,Indonesia,5.6
1971,RussianFederation,5.6
1971,UnitedStatesofAmerica,6.5
1971,UnitedStatesofAmerica,5.5
1971,UnitedStatesofAmerica,6.5
1971,PapuaNewGuinea,5.6
1971,Chile,5.6
1971,Argentina,6.0
1971,SolomonIslands,5.7
1971,RussianFederation,5.7
1971,PapuaNewGuinea,6.2
1971,Canada,6.1
1971,SolomonIslands,6.4
1971,Philippines,5.8
1971,Indonesia,5.5
1971,Tonga,6.1
1971,Norway,6.3
1971,China,5.7
1971,China,5.8
1971,PapuaNewGuinea,5.7
1971,China,6.4
1971,Japan,5.6
1971,UnitedStatesofAmerica,5.7
1971,UnitedStatesofAmerica,5.6
1971,India,6.3
1971,Indonesia,5.6
1971,Philippines,5.5
1971,China,5.6
1971,China,5.6
1971,Japan,5.8
1971,Indonesia,6.0
1971,UnitedStatesofAmerica,5.8
1971,Fiji,6.0
1971,Indonesia,6.6
1971,Argentina,5.5
1971,Indonesia,6.3
1971,Fiji,5.6
1971,Iran,5.9
1971,NewZealand,5.5
1971,PapuaNewGuinea,5.5
1971,Ecuador,5.5
1971,Chile,5.6
1971,China,6.3
1971,Philippines,5.7
1971,France,5.7
1971,UnitedStatesofAmerica,7.1
1971,Philippines,5.6
1971,SolomonIslands,5.7
1971,Indonesia,6.0
1971,Indonesia,5.8
1971,Argentina,5.8
1971,Indonesia,5.5
1971,Afghanistan,5.5
1971,Taiwan,5.5
1971,Turkey,5.9
1971,Ecuador,5.7
1971,Argentina,5.7
1971,RussianFederation,6.8
1971,Turkey,6.7
1971,China,6.1
1971,Turkey,5.5
1971,Japan,5.6
1971,Japan,5.7
1971,Japan,5.7
1971,Myanmar,6.1
1971,Myanmar,6.1
1971,Peru,5.6
1971,Japan,5.6
1971,Peru,5.5
1971,DominicanRepublic,6.5
1971,UnitedStatesofAmerica,6.5
1971,Japan,5.5
1971,RussianFederation,5.7
1971,Chile,7.2
1971,Indonesia,5.6
1971,Philippines,5.6
1971,Indonesia,6.1
1971,Chile,7.8
1971,PapuaNewGuinea,5.6
1971,Chile,6.3
1971,PapuaNewGuinea,5.6
1971,PapuaNewGuinea,8.0
1971,PapuaNewGuinea,5.6
1971,PapuaNewGuinea,7.1
1971,PapuaNewGuinea,6.3
1971,PapuaNewGuinea,6.5
1971,Indonesia,5.5
1971,India,5.6
1971,PapuaNewGuinea,6.6
1971,PapuaNewGuinea,7.1
1971,PapuaNewGuinea,5.6
1971,PapuaNewGuinea,6.2
1971,Fiji,5.5
1971,PapuaNewGuinea,5.9
1971,KyrgyzRepublic,5.5
1971,Tonga,5.5
1971,Philippines,6.3
1971,Indonesia,5.6
1971,UnitedStatesofAmerica,6.3
1971,PapuaNewGuinea,8.1
1971,China,5.8
1971,PapuaNewGuinea,5.7
1971,PapuaNewGuinea,5.9
1971,PapuaNewGuinea,5.8
1971,PapuaNewGuinea,6.1
1971,PapuaNewGuinea,5.7
1971,PapuaNewGuinea,5.5
1971,PapuaNewGuinea,5.7
1971,PapuaNewGuinea,6.0
1971,PapuaNewGuinea,5.6
1971,PapuaNewGuinea,6.2
1971,PapuaNewGuinea,6.1
1971,Ecuador,7.3
1971,PapuaNewGuinea,5.6
1971,India,5.8
1971,PapuaNewGuinea,6.5
1971,PapuaNewGuinea,5.7
1971,PapuaNewGuinea,6.4
1971,PapuaNewGuinea,5.6
1971,UnitedStatesofAmerica,5.6
1971,PapuaNewGuinea,5.6
1971,PapuaNewGuinea,5.5
1971,Chile,5.5
1971,RussianFederation,5.5
1971,PapuaNewGuinea,5.6
1971,Japan,7.2
1971,Japan,5.6
1971,Afghanistan,5.6
1971,Indonesia,5.5
1971,PapuaNewGuinea,5.9
1971,PapuaNewGuinea,6.2
1971,PapuaNewGuinea,5.7
1971,Mexico,5.5
1971,NewZealand,5.5
1971,PapuaNewGuinea,6.2
1971,Vanuatu,5.5
1971,France,6.6
1971,Bolivia,5.6
1971,China,5.5
1971,Taiwan,5.6
1971,RussianFederation,6.1
1971,Guatemala,5.6
1971,Chile,5.5
1971,PapuaNewGuinea,6.3
1971,RussianFederation,5.6
1971,SouthGeorgiaandtheSouthSandwichIslands,5.5
1971,Tonga,5.5
1971,Japan,5.5
1971,UnitedStatesofAmerica,5.7
1971,RussianFederation,7.3
1971,RussianFederation,5.6
1971,RussianFederation,5.6
1971,RussianFederation,5.5
1971,Japan,5.5
1971,RussianFederation,6.6
1971,RussianFederation,6.2
1971,Indonesia,5.5
1971,Tonga,5.8
1971,SolomonIslands,5.9
1971,PapuaNewGuinea,6.3
1971,Japan,6.0
1971,Indonesia,6.4
1971,Mexico,5.6
1971,Japan,5.7
1971,Peru,5.6
1971,PapuaNewGuinea,6.3
1971,SouthGeorgiaandtheSouthSandwichIslands,5.6
1971,Indonesia,5.8
1971,RussianFederation,6.0
1971,PapuaNewGuinea,6.1
1971,Argentina,5.7
1971,Mexico,6.6
1971,PapuaNewGuinea,5.9
1971,PapuaNewGuinea,6.6
1971,PapuaNewGuinea,5.6
1971,Fiji,5.6
1971,Taiwan,5.7
1971,Guatemala,5.7
1971,Palau,5.5
1971,Chile,5.6
1971,Norway,6.3
1971,Peru,5.7
1971,PapuaNewGuinea,5.6
1971,Indonesia,5.5
1971,France,5.7
1971,UnitedStatesofAmerica,5.6
1971,SouthGeorgiaandtheSouthSandwichIslands,5.5
1971,Tonga,5.5
1971,Vanuatu,6.2
1971,Vanuatu,6.3
1971,PapuaNewGuinea,5.8
1971,Vanuatu,6.7
1971,RussianFederation,5.6
1971,Taiwan,5.5
1971,NewZealand,5.6
1971,SolomonIslands,6.0
1971,Iran,5.9
1971,Indonesia,5.5
1971,Tonga,6.5
1971,SolomonIslands,7.1
1971,SolomonIslands,5.8
1971,UnitedStatesofAmerica,5.5
1971,Indonesia,5.7
1971,RussianFederation,7.4
1971,Japan,5.6
1971,Argentina,5.8
1971,PapuaNewGuinea,5.9
1971,Canada,6.0
1971,Indonesia,5.7
1971,Chile,6.1
1971,Iran,5.8
1971,Fiji,5.7
1971,Indonesia,5.5
1971,PapuaNewGuinea,5.6
1971,RussianFederation,7.8
1971,RussianFederation,5.9
1971,PapuaNewGuinea,6.0
1971,India,5.6
1971,PapuaNewGuinea,5.9
1972,Mexico,5.5
1972,Taiwan,6.9
1972,Indonesia,5.5
1972,PapuaNewGuinea,5.9
1972,Fiji,5.7
1972,Indonesia,5.9
1972,Taiwan,6.3
1972,SouthGeorgiaandtheSouthSandwichIslands,6.2
1972,Brazil,6.4
1972,Tonga,5.6
1972,China,5.9
1972,PapuaNewGuinea,6.6
1972,PapuaNewGuinea,6.4
1972,PapuaNewGuinea,6.4
1972,Afghanistan,5.8
1972,Brazil,6.0
1972,Guatemala,5.5
1972,Vanuatu,5.6
1972,Vanuatu,5.7
1972,Vanuatu,7.1
1972,Vanuatu,6.2
1972,Taiwan,7.5
1972,Taiwan,7.0
1972,Fiji,6.5
1972,Vanuatu,6.1
1972,Indonesia,5.5
1972,CostaRica,5.5
1972,Philippines,5.8
1972,Chile,5.8
1972,Tonga,5.7
1972,SouthGeorgiaandtheSouthSandwichIslands,5.7
1972,Brazil,5.5
1972,SolomonIslands,7.3
1972,Peru,5.8
1972,Indonesia,5.5
1972,Japan,7.5
1972,Japan,6.2
1972,UnitedStatesofAmerica,5.9
1972,Chile,5.5
1972,Japan,5.8
1972,NewZealand,6.1
1972,Indonesia,5.8
1972,NewZealand,5.7
1972,Tonga,5.5
1972,Japan,6.0
1972,Japan,5.9
1972,Peru,6.9
1972,RussianFederation,6.2
1972,Tonga,5.7
1972,Tonga,5.5
1972,Indonesia,5.5
1972,UnitedStatesofAmerica,6.0
1972,Indonesia,5.5
1972,Philippines,5.6
1972,RussianFederation,5.8
1972,PapuaNewGuinea,6.4
1972,RussianFederation,6.0
1972,NewZealand,5.6
1972,Chile,5.6
1972,France,5.5
1972,Tonga,5.8
1972,Vanuatu,6.6
1972,Indonesia,6.8
1972,Iran,6.9
1972,Brazil,6.4
1972,Japan,6.1
1972,UnitedStatesofAmerica,5.8
1972,Tonga,5.7
1972,Fiji,5.5
1972,Taiwan,6.9
1972,Philippines,7.2
1972,Japan,5.5
1972,PapuaNewGuinea,7.2
1972,Philippines,5.6
1972,Vanuatu,6.8
1972,Greece,6.3
1972,PapuaNewGuinea,6.6
1972,Indonesia,5.5
1972,Indonesia,5.6
1972,Tonga,5.8
1972,Fiji,5.8
1972,Indonesia,5.6
1972,Japan,5.5
1972,Indonesia,5.6
1972,NewZealand,5.6
1972,Tonga,5.7
1972,Philippines,5.9
1972,Vanuatu,5.5
1972,Philippines,6.9
1972,Philippines,5.5
1972,Tonga,7.2
1972,France,5.9
1972,RussianFederation,5.7
1972,PapuaNewGuinea,5.5
1972,Tonga,5.6
1972,NewZealand,5.7
1972,Indonesia,5.6
1972,Chile,6.6
1972,Indonesia,7.8
1972,Colombia,5.5
1972,UnitedStatesofAmerica,5.8
1972,NewZealand,5.5
1972,Japan,5.5
1972,Afghanistan,6.1
1972,Egypt,5.5
1972,Fiji,5.5
1972,NorthernMarianaIslands,5.5
1972,Philippines,5.5
1972,Philippines,5.7
1972,Canada,5.7
1972,Myanmar,5.5
1972,Philippines,5.5
1972,Afghanistan,5.6
1972,Mexico,5.6
1972,Indonesia,5.8
1972,Canada,6.4
1972,Indonesia,5.7
1972,PapuaNewGuinea,5.9
1972,PapuaNewGuinea,6.0
1972,UnitedStatesofAmerica,7.6
1972,Indonesia,5.6
1972,Japan,5.8
1972,Japan,5.6
1972,Indonesia,5.8
1972,RussianFederation,5.7
1972,UnitedStatesofAmerica,6.2
1972,UnitedStatesofAmerica,5.8
1972,RussianFederation,5.9
1972,SolomonIslands,6.0
1972,SolomonIslands,6.1
1972,SolomonIslands,6.1
1972,SolomonIslands,6.5
1972,Vanuatu,5.5
1972,India,5.6
1972,Colombia,5.6
1972,Chile,5.5
1972,Indonesia,5.5
1972,PapuaNewGuinea,5.5
1972,PapuaNewGuinea,7.1
1972,PapuaNewGuinea,5.8
1972,PapuaNewGuinea,5.5
1972,Indonesia,6.1
1972,UnitedStatesofAmerica,5.5
1972,Indonesia,5.6
1972,Australia,5.6
1972,Tonga,6.0
1972,PapuaNewGuinea,6.4
1972,Vanuatu,5.8
1972,Japan,5.9
1972,PapuaNewGuinea,6.2
1972,Vanuatu,5.5
1972,Pakistan,6.2
1972,Pakistan,5.6
1972,Pakistan,5.7
1972,SolomonIslands,6.1
1972,PapuaNewGuinea,5.5
1972,Peru,5.5
1972,Indonesia,5.7
1972,Indonesia,5.9
1972,Vanuatu,6.1
1972,PapuaNewGuinea,5.6
1972,Indonesia,5.6
1972,Norway,5.9
1972,Tonga,6.1
1972,Vanuatu,6.2
1972,PapuaNewGuinea,5.5
1972,Indonesia,6.0
1972,Greece,5.8
1972,Vanuatu,5.6
1972,Vanuatu,6.6
1972,Vanuatu,5.5
1972,Mexico,5.7
1972,Indonesia,5.5
1972,Greece,6.3
1972,Indonesia,5.8
1972,DominicanRepublic,6.1
1972,PapuaNewGuinea,5.5
1972,Tonga,5.6
1972,Taiwan,6.2
1972,Taiwan,6.1
1972,Indonesia,6.9
1972,Indonesia,5.5
1972,Indonesia,5.6
1972,Indonesia,5.6
1972,Argentina,5.8
1972,China,5.5
1972,Tonga,5.7
1972,China,5.6
1972,Philippines,6.0
1972,PapuaNewGuinea,6.4
1972,Chile,5.5
1972,Indonesia,5.8
1972,France,5.6
1972,Indonesia,5.8
1972,Indonesia,5.9
1972,Vanuatu,6.2
1972,PapuaNewGuinea,6.0
1972,Vanuatu,5.7
1972,PapuaNewGuinea,6.2
1972,Indonesia,5.6
1972,Indonesia,5.6
1972,Vanuatu,7.0
1972,Vanuatu,6.2
1972,PapuaNewGuinea,5.6
1972,Indonesia,5.7
1972,Indonesia,5.9
1972,Fiji,5.7
1972,Taiwan,6.1
1972,RussianFederation,5.7
1972,Tajikistan,5.9
1972,Mexico,6.5
1972,Japan,5.6
1972,India,5.5
1972,Fiji,5.6
1972,Afghanistan,5.6
1972,Taiwan,5.5
1972,PapuaNewGuinea,6.4
1972,UnitedStatesofAmerica,5.5
1972,Vanuatu,5.7
1972,Fiji,5.5
1972,NewZealand,5.5
1972,Indonesia,5.6
1972,Indonesia,6.3
1972,Philippines,7.4
1972,Philippines,5.6
1972,Indonesia,5.6
1972,Japan,7.3
1972,Indonesia,5.7
1972,Indonesia,5.5
1972,Indonesia,6.0
1972,Indonesia,5.8
1972,Indonesia,5.6
1972,Indonesia,5.9
1972,RussianFederation,5.8
1972,Guam,5.7
1972,SolomonIslands,5.9
1972,RussianFederation,5.8
1972,Indonesia,5.6
1972,PapuaNewGuinea,5.5
1972,SouthGeorgiaandtheSouthSandwichIslands,6.4
1972,Tonga,6.0
1972,Nicaragua,6.2
1972,Vanuatu,5.6
1972,RussianFederation,5.7
1972,Vanuatu,5.6
1972,Chile,5.9
1972,PapuaNewGuinea,5.5
1973,NewZealand,6.4
1973,Vanuatu,6.0
1973,SolomonIslands,5.8
1973,Japan,5.6
1973,Tonga,5.7
1973,PapuaNewGuinea,6.8
1973,Mexico,6.1
1973,PapuaNewGuinea,5.5
1973,SolomonIslands,6.0
1973,Indonesia,5.9
1973,Vanuatu,5.7
1973,Mexico,7.6
1973,Argentina,6.0
1973,China,7.4
1973,SouthGeorgiaandtheSouthSandwichIslands,5.5
1973,China,5.5
1973,Mexico,5.6
1973,Fiji,5.7
1973,Indonesia,5.7
1973,SolomonIslands,5.7
1973,Indonesia,5.7
1973,NewZealand,6.3
1973,NewZealand,5.7
1973,PapuaNewGuinea,5.5
1973,Ecuador,5.8
1973,Vanuatu,5.8
1973,Indonesia,5.9
1973,RussianFederation,7.1
1973,RussianFederation,5.8
1973,Tonga,5.6
1973,Philippines,5.9
1973,Indonesia,5.8
1973,RussianFederation,6.2
1973,PapuaNewGuinea,5.5
1973,PapuaNewGuinea,5.7
1973,Indonesia,6.3
1973,Indonesia,5.5
1973,Vanuatu,5.9
1973,Philippines,7.0
1973,Indonesia,5.5
1973,Indonesia,6.5
1973,UnitedStatesofAmerica,5.7
1973,Indonesia,5.7
1973,UnitedStatesofAmerica,5.9
1973,Japan,5.5
1973,Indonesia,5.5
1973,Japan,5.6
1973,NewZealand,5.5
1973,Mexico,5.5
1973,Japan,6.0
1973,Argentina,5.7
1973,Japan,6.0
1973,Djibouti,5.9
1973,Colombia,6.1
1973,RussianFederation,5.5
1973,Vanuatu,6.4
1973,RussianFederation,5.7
1973,RussianFederation,6.5
1973,CostaRica,6.5
1973,Fiji,5.5
1973,UnitedStatesofAmerica,5.5
1973,Indonesia,6.4
1973,Colombia,6.5
1973,Japan,5.7
1973,SouthGeorgiaandtheSouthSandwichIslands,6.0
1973,UnitedStatesofAmerica,6.3
1973,Ecuador,5.5
1973,Indonesia,5.5
1973,Indonesia,5.8
1973,PapuaNewGuinea,5.9
1973,RussianFederation,5.5
1973,Fiji,5.7
1973,UnitedStatesofAmerica,5.7
1973,UnitedStatesofAmerica,5.5
1973,UnitedStatesofAmerica,5.5
1973,Ecuador,5.6
1973,India,5.7
1973,China,5.6
1973,Vanuatu,6.1
1973,Australia,5.8
1973,Guatemala,5.7
1973,Vanuatu,5.5
1973,SolomonIslands,6.2
1973,RussianFederation,5.5
1973,RussianFederation,6.0
1973,NewZealand,5.5
1973,Vanuatu,5.5
1973,Indonesia,5.7
1973,RussianFederation,5.9
1973,Japan,7.8
1973,RussianFederation,5.8
1973,Japan,6.0
1973,Japan,5.5
1973,Japan,5.5
1973,Micronesia,5.8
1973,NewZealand,5.6
1973,Japan,5.7
1973,RussianFederation,7.3
1973,RussianFederation,5.8
1973,RussianFederation,5.5
1973,RussianFederation,5.7
1973,Philippines,5.8
1973,RussianFederation,5.8
1973,RussianFederation,6.8
1973,RussianFederation,5.5
1973,Indonesia,5.6
1973,UnitedStatesofAmerica,6.7
1973,Mexico,5.6
1973,Philippines,5.5
1973,Philippines,6.5
1973,UnitedStatesofAmerica,6.0
1973,Philippines,6.0
1973,Chile,5.6
1973,PapuaNewGuinea,5.7
1973,China,6.9
1973,China,5.5
1973,Indonesia,5.5
1973,Mexico,5.7
1973,Fiji,5.7
1973,Japan,5.5
1973,Tonga,6.3
1973,SouthGeorgiaandtheSouthSandwichIslands,5.6
1973,Chile,5.5
1973,SolomonIslands,5.5
1973,Tonga,5.6
1973,Peru,5.6
1973,Chile,5.5
1973,Chile,6.3
1973,SolomonIslands,6.0
1973,Vanuatu,6.1
1973,Tonga,5.7
1973,Chile,6.1
1973,Chile,5.9
1973,Chile,6.3
1973,SouthGeorgiaandtheSouthSandwichIslands,5.5
1973,China,6.1
1973,PapuaNewGuinea,5.9
1973,Chile,5.5
1973,UnitedStatesofAmerica,5.8
1973,Philippines,6.1
1973,NewZealand,5.6
1973,UnitedStatesofAmerica,5.6
1973,PapuaNewGuinea,5.6
1973,SolomonIslands,5.9
1973,Vanuatu,5.6
1973,Mexico,7.3
1973,Colombia,5.7
1973,Mexico,5.9
1973,Japan,5.5
1973,Japan,5.8
1973,PapuaNewGuinea,5.6
1973,PapuaNewGuinea,5.5
1973,Peru,5.5
1973,China,5.5
1973,Japan,5.9
1973,RussianFederation,6.7
1973,Japan,5.7
1973,Philippines,5.8
1973,Colombia,5.6
1973,Peru,5.8
1973,Philippines,6.5
1973,Philippines,5.6
1973,Philippines,5.5
1973,RussianFederation,7.8
1973,Japan,5.9
1973,Japan,5.6
1973,PapuaNewGuinea,5.6
1973,Indonesia,5.6
1973,Chile,6.5
1973,Chile,6.3
1973,Chile,5.5
1973,Vanuatu,6.4
1973,Brazil,6.3
1973,Mexico,5.5
1973,Australia,5.5
1973,Philippines,5.7
1973,Bolivia,6.6
1973,Indonesia,5.5
1973,Argentina,5.8
1973,Greece,5.5
1973,UnitedStatesofAmerica,6.2
1973,UnitedStatesofAmerica,6.3
1973,RussianFederation,6.1
1973,UnitedStatesofAmerica,5.5
1973,Peru,5.6
1973,RussianFederation,5.5
1973,PapuaNewGuinea,5.9
1973,Fiji,5.6
1973,Indonesia,5.7
1973,Argentina,5.9
1973,Japan,6.5
1973,Chile,5.7
1973,RussianFederation,5.5
1973,Japan,5.6
1973,Japan,5.6
1973,SouthGeorgiaandtheSouthSandwichIslands,5.9
1973,RussianFederation,5.9
1973,PapuaNewGuinea,5.7
1973,Greece,5.6
